"detections_transmitter","tags_type","tags_model","tags_tag_code_space","tags_owner_pi","tags_owner_organization","tags_min_delay","tags_max_delay","tags_frequency","tags_acoustic_tag_type","animals_person_id","animals_animal_id","animals_scientific_name","animals_length","animals_length_type","animals_length_units","animals_length2","animals_length2_type","animals_length2_units","animals_weight_units","animals_sex","animals_life_stage","animals_capture_location","animals_capture_depth","animals_utc_release_date_time","animals_comments","animals_wild_or_hatchery","animals_treatment_type","animals_surgery_location","animals_date_of_surgery","animals_anaesthetic","animals_anaesthetic_concentration","animals_catched_date_time","animals_tag_fk","animals_capture_latitude","animals_capture_longitude","animals_release_latitude","animals_release_longitude","animals_date_modified","animals_date_created","animals_release_location","animals_length3","animals_length3_type","animals_length3_units","animals_length4","animals_length4_type","animals_length4_units","animals_weight","animals_end_date_tag","animals_capture_method","animals_project_fk","animal_project_project","animal_project_name","animal_project_projectcode","animal_project_moratorium","detections"
"A69-1601-13730","internal","V13-1x","A69-1601-13730","KLAAS DENEUDT","VLAAMS INSTITUUT VOOR DE ZEE",60,180,"069k","animal",30,"A56","Gadus morhua",38,"total length","cm",,"","","","","","C05 Belwind",,"2015-06-30 00:00:00"," ; durif_index : ","wild","INTERNAL TAGGING","C05 Belwind","2015-06-30","","","2015-06-30 00:00:00",414,,,,,"2016-02-02 11:28:21","2016-02-02 11:28:21","C05 Belwind",,"","",,"","",,"2016-06-24","LINE FISHING",17,"LifeWatch","Phd Verhelst","phd_verhelst",1,83
"A69-1601-14870","internal","V13-1x","A69-1601-14870","JAN REUBENS","VLAAMS INSTITUUT VOOR DE ZEE",110,250,"069k","animal",30,"A36","Gadus morhua",47,"total length","cm",,"","","","","","Spijkerplaat (thv Stella)",,"2015-02-12 00:00:00"," ; durif_index : ","wild","INTERNAL TAGGING","Spijkerplaat (thv Stella)","2015-02-12","","","2015-02-12 00:00:00",442,,,,,"2016-02-02 11:28:21","2016-02-02 11:28:21","Spijkerplaat (thv Stella)",,"","",,"","",,"2016-07-10","LINE FISHING",17,"LifeWatch","Phd Verhelst","phd_verhelst",1,18
"A69-1601-14872","internal","V13-1x","A69-1601-14872","JAN REUBENS","VLAAMS INSTITUUT VOOR DE ZEE",110,250,"069k","animal",30,"A38","Gadus morhua",51,"total length","cm",,"","","","","","Spijkerplaat (thv Stella)",,"2015-02-12 00:00:00"," ; durif_index : ","wild","INTERNAL TAGGING","Spijkerplaat (thv Stella)","2015-02-12","","","2015-02-12 00:00:00",444,,,,,"2016-02-02 11:28:21","2016-02-02 11:28:21","Spijkerplaat (thv Stella)",,"","",,"","",,"2016-07-10","LINE FISHING",17,"LifeWatch","Phd Verhelst","phd_verhelst",1,39
"A69-1601-26448","internal","V13-1x","A69-1601-26448","ANS MOUTON","INST. VOOR NATUUR-&",80,160,"069k","animal",40,"","Anguilla anguilla",82.6,"total length","cm",43,"pectoral fin","mm","g","F","FV","Turbinefuik Ham",,"2014-10-01 00:00:00","; durif_index :","wild","INTERNAL TAGGING","","","","","2014-10-01 00:00:00",313,51.097779,5.105165,50.614681,5.604782,"2016-12-08 07:49:59","2016-02-02 11:28:21","SA Grosse Batte Ourthe",11.7,"horizontal eye diameter","mm",11.6,"verticale eye diameter","mm",1102,"2019-01-30","",18,"Albertkanaal","Albertkanaal 2013","albert2013",1,3
"A69-1601-26470","internal","V13-1x","A69-1601-26470","ANS MOUTON","INST. VOOR NATUUR-&",80,160,"069k","animal",40,"","Anguilla anguilla",80.4,"total length","cm",41.3,"pectoral fin","mm","g","F","FV","SO Genk afvoerriool",,"2014-10-09 00:00:00","; durif_index :","wild","INTERNAL TAGGING","","","","","2014-10-09 00:00:00",335,50.9356423,5.4970086,50.614681,5.604782,"2016-12-08 08:03:49","2016-02-02 11:28:21","uitzet Genk SO1",10.5,"horizontal eye diameter","mm",10,"verticale eye diameter","mm",987,"2019-02-07","",18,"Albertkanaal","Albertkanaal 2013","albert2013",1,64
"A69-1601-26481","internal","V13-1x","A69-1601-26481","ANS MOUTON","INST. VOOR NATUUR-&",80,160,"069k","animal",40,"","Anguilla anguilla",77.5,"total length","cm",38.9,"pectoral fin","mm","g","F","FV","Diepenbeek",,"2014-10-14 00:00:00","; durif_index :","wild","INTERNAL TAGGING","","","","","2014-10-14 00:00:00",346,,,50.614681,5.604782,"2016-12-08 08:22:04","2016-02-02 11:28:21","Diepenbeek",10.4,"horizontal eye diameter","mm",9.3,"verticale eye diameter","mm",921,"2019-02-12","",18,"Albertkanaal","Albertkanaal 2013","albert2013",1,70
"A69-1601-26530","internal","V13-1x","A69-1601-26530","ANS MOUTON","INST. VOOR NATUUR-&",80,160,"069k","animal",50,"","Silurus glanis",64.5,"total length","cm",,"","","g","","","Aa Grobbendonk",,"2014-05-26 13:30:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2014-05-26 00:00:00",395,51.193606,4.755716,50.991246,5.0403814,"2016-02-02 11:28:21","2016-02-02 11:28:21","fietsersbrug (locatie 1ste extra receiver)",,"","",,"","",1595,"2018-09-24","",21,"Demer","Demer 2014","demer2014",1,19
"A69-1601-26534","internal","V13-1x","A69-1601-26534","ANS MOUTON","INST. VOOR NATUUR-&",80,160,"069k","animal",50,"","Silurus glanis",125,"total length","cm",,"","","g","","","Kleine Nete Grobbendonk",,"2014-05-26 13:30:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2014-05-26 00:00:00",399,51.193606,4.755716,50.991246,5.0403814,"2016-02-02 11:28:21","2016-02-02 11:28:21","fietsersbrug (locatie 1ste extra receiver)",,"","",,"","",15000,"2018-09-24","",21,"Demer","Demer 2014","demer2014",1,105
"A69-1601-28297","internal","V13-1x","A69-1601-28297","DAVID BUYSSE","LIFEWATCH-INBO",45,95,"069k","animal",50,"","Silurus glanis",104,"total length","cm",,"","","g","M","","stroomaf 2 bruggen meest SA bocht",,"2014-04-24 15:15:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2014-04-23 00:00:00",302,50.991416,5.028444,50.9912632,5.049155,"2016-02-02 11:28:21","2016-02-02 11:28:21","thv receiver SA_GB_RODEMER",,"","",,"","",8750,"2017-08-25","",21,"Demer","Demer 2014","demer2014",1,3987
"A69-1601-29941","internal","V13-1x","A69-1601-29941","DAVID BUYSSE","INST. VORR NATUUR-&",80,160,"069k","animal",20,"","Anguilla anguilla",77.9,"total length","cm",8.72,"horizontal eye diameter","mm","g","F","FIII","GROTE GEUL",,"2012-08-08 00:00:00"," ; durif_index : 129.71242","wild","INTERNAL TAGGING","GROTE GEUL","2012-08-08","Clove oil","0.3ml/L","2012-08-08 14:09:39",236,51.245292,3.748107,51.245292,3.748107,"2016-02-02 11:28:21","2016-02-02 11:28:21","GROTE GEUL",8.41,"vertical eye diameter","mm",39.25,"pectoral fin","mm",817.3,"2015-08-30","FYKE NETS",15,"Boekhoute","Leopoldkanaal 2012","leopold2012",1,7
"A69-1601-33126","internal","V9-2x","A69-1601-33126","ANS MOUTON","INST. VOOR NATUUR-EN",20,40,"069k","animal",60,"","Alosa fallax",33.9,"total length","cm",,"","","g","","","Branst",,"2015-04-22 07:35:00"," ; durif_index : ","wild","EXTERNAL TAGGING","","","","","2015-04-22 00:00:00",591,51.07114082,4.18586039,51.07114082,4.18586039,"2016-02-02 11:28:21","2016-02-02 11:28:21","Branst",,"","",,"","",325,"2015-09-01","",23,"Fint2015","Zeeschelde 2015","zeeschelde2015",1,152
"A69-1601-34454","internal","V7-4x","A69-1601-34454","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Platichthys flesus",26.1,"total length","cm",,"","","g","","","Rotselaar Demer",,"2015-09-25 00:00:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-09-25 00:00:00",567,50.970103,4.72155,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4 (LO)",,"","",,"","",282,"2016-04-09","",22,"Mechelen","Dijle 2015","dijle2015",0,11
"A69-1601-34455","internal","V7-4x","A69-1601-34455","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Platichthys flesus",29.8,"total length","cm",,"","","g","","","Rotselaar Demer",,"2015-09-24 00:00:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-09-24 00:00:00",568,50.970103,4.72155,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4 (LO)",,"","",,"","",272.8,"2016-04-08","",22,"Mechelen","Dijle 2015","dijle2015",0,4
"A69-1601-34456","internal","V7-4x","A69-1601-34456","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Platichthys flesus",31.5,"total length","cm",,"","","g","","","SA stuw Mechelen",,"2015-09-24 00:00:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-09-24 00:00:00",569,51.02483717,4.495207458,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4 (LO)",,"","",,"","",376,"2016-04-08","",22,"Mechelen","Dijle 2015","dijle2015",0,164
"A69-1601-34460","internal","V7-4x","A69-1601-34460","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Platichthys flesus",33.9,"total length","cm",,"","","g","","","SA stuw Mechelen",,"2015-06-30 12:30:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-06-30 00:00:00",573,51.02483717,4.495207458,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4 (LO)",,"","",,"","",496,"2016-01-13","",22,"Mechelen","Dijle 2015","dijle2015",0,12
"A69-1601-34461","internal","V7-4x","A69-1601-34461","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Anguilla anguilla",68.2,"total length","cm",,"","","g","F","FIII","SO stuw Mechelen",,"2015-04-30 10:04:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-04-30 00:00:00",574,51.0229057,4.497271313,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4-1 (LO)",,"","",,"","",812,"2015-11-13","",22,"Mechelen","Dijle 2015","dijle2015",0,3
"A69-1601-34463","internal","V7-4x","A69-1601-34463","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Silurus glanis",101.9,"total length","cm",,"","","g","","","SO stuw Mechelen",,"2015-04-29 10:47:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-04-29 00:00:00",576,51.0229057,4.497271313,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4-1 (LO)",,"","",,"","",7500,"2015-11-12","",22,"Mechelen","Dijle 2015","dijle2015",0,1350
"A69-1601-34464","internal","V7-4x","A69-1601-34464","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Silurus glanis",64.8,"total length","cm",,"","","g","","","SO stuw Mechelen",,"2015-04-29 10:47:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-04-29 00:00:00",577,51.0229057,4.497271313,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4-1 (LO)",,"","",,"","",1619,"2015-11-12","",22,"Mechelen","Dijle 2015","dijle2015",0,52
"A69-1601-34465","internal","V7-4x","A69-1601-34465","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Silurus glanis",35.1,"total length","cm",,"","","g","","","SO stuw Mechelen",,"2015-04-29 10:47:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-04-29 00:00:00",578,51.0229057,4.497271313,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4-1 (LO)",,"","",,"","",283,"2015-11-12","",22,"Mechelen","Dijle 2015","dijle2015",0,339
"A69-1601-34466","internal","V7-4x","A69-1601-34466","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Platichthys flesus",33.6,"total length","cm",,"","","g","","","SO stuw Mechelen",,"2015-04-29 10:47:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-04-29 00:00:00",579,51.0229057,4.497271313,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4-1 (LO)",,"","",,"","",407,"2015-11-12","",22,"Mechelen","Dijle 2015","dijle2015",0,2
"A69-1601-34468","internal","V7-4x","A69-1601-34468","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Rutilus rutilus",26.8,"total length","cm",,"","","g","","","SO stuw Mechelen",,"2015-04-28 11:35:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-04-28 00:00:00",581,51.0229057,4.497271313,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4-1 (LO)",,"","",,"","",340.9,"2015-11-11","",22,"Mechelen","Dijle 2015","dijle2015",0,2296
"A69-1601-34469","internal","V7-4x","A69-1601-34469","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Silurus glanis",30.6,"total length","cm",,"","","g","","","SO stuw Mechelen",,"2015-04-28 11:35:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-04-28 00:00:00",582,51.0229057,4.497271313,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4-1 (LO)",,"","",,"","",180.8,"2015-11-11","",22,"Mechelen","Dijle 2015","dijle2015",0,640
"A69-1601-34470","internal","V7-4x","A69-1601-34470","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Silurus glanis",24.5,"total length","cm",,"","","g","","","SO stuw Mechelen",,"2015-04-28 11:35:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-04-28 00:00:00",583,51.0229057,4.497271313,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4-1 (LO)",,"","",,"","",107.7,"2015-11-11","",22,"Mechelen","Dijle 2015","dijle2015",0,218
"A69-1601-34471","internal","V7-4x","A69-1601-34471","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Cyprinus carpio",27.3,"total length","cm",,"","","g","","","SO stuw Mechelen",,"2015-04-28 11:35:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-04-28 00:00:00",584,51.0229057,4.497271313,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4-1 (LO)",,"","",,"","",446.2,"2015-11-11","",22,"Mechelen","Dijle 2015","dijle2015",0,93
"A69-1601-34472","internal","V7-4x","A69-1601-34472","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Rutilus rutilus",24.3,"total length","cm",,"","","g","","","SO stuw Mechelen",,"2015-04-23 12:06:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-04-23 00:00:00",585,51.0229057,4.497271313,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4-1 (LO)",,"","",,"","",359,"2015-11-06","",22,"Mechelen","Dijle 2015","dijle2015",0,63
"A69-1601-34473","internal","V7-4x","A69-1601-34473","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Silurus glanis",87.5,"total length","cm",,"","","g","","","SO stuw Mechelen",,"2015-04-23 12:06:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-04-23 00:00:00",586,51.0229057,4.497271313,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4-1 (LO)",,"","",,"","",5300,"2015-11-06","",22,"Mechelen","Dijle 2015","dijle2015",0,233
"A69-1601-34474","internal","V7-4x","A69-1601-34474","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Silurus glanis",74.5,"total length","cm",,"","","g","","","SO stuw Mechelen",,"2015-04-22 13:40:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-04-22 00:00:00",587,51.0229057,4.497271313,51.025057,4.495476,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4a-1 (RO)",,"","",,"","",2526,"2015-11-05","",22,"Mechelen","Dijle 2015","dijle2015",0,9
"A69-1601-34475","internal","V7-4x","A69-1601-34475","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Cyprinus carpio",54.5,"total length","cm",,"","","g","","","SO stuw Mechelen",,"2015-04-22 13:40:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-04-22 00:00:00",588,51.0229057,4.497271313,51.025057,4.495476,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4a-1 (RO)",,"","",,"","",3000,"2015-11-05","",22,"Mechelen","Dijle 2015","dijle2015",0,109
"A69-1601-34476","internal","V7-4x","A69-1601-34476","ANS MOUTON","INST. VOOR NATUUR-EN",40,80,"069k","animal",70,"","Silurus glanis",48.6,"total length","cm",,"","","g","","","SO stuw Mechelen",,"2015-04-23 12:06:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-04-23 00:00:00",589,51.0229057,4.497271313,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4-1 (LO)",,"","",,"","",752,"2015-11-06","",22,"Mechelen","Dijle 2015","dijle2015",0,313
"A69-1601-34500","internal","V7-2x","A69-1601-34500","ANS MOUTON","EVINBO",15,30,"069k","animal",40,"","Salmo salar",26.4,"total length","cm",,"","","g","","","Ereze: Salmoniculture du Service Public Wallon (SPW) situe  Ereze. Les poissons proviennent de la production de smolts 2013.",,"2015-04-27 00:00:00"," ; durif_index : ","hatched","INTERNAL TAGGING","","","","","2015-04-27 00:00:00",632,,,50.614681,5.604782,"2016-02-02 11:28:21","2016-02-02 11:28:21","Grosses Battes",,"","",,"","",175.5,"2015-06-30","",18,"Albertkanaal","Albertkanaal 2013","albert2013",1,42
"A69-1601-34537","internal","V7-2x","A69-1601-34537","ANS MOUTON","EVINBO",15,30,"069k","animal",60,"","Alosa fallax",34,"total length","cm",,"","","g","","","Branst",,"2015-04-22 11:00:00"," ; durif_index : ","wild","EXTERNAL TAGGING","","","","","2015-04-22 00:00:00",669,51.07114082,4.18586039,51.07114082,4.18586039,"2016-02-02 11:28:21","2016-02-02 11:28:21","Branst",,"","",,"","",360,"2015-06-25","",23,"Fint2015","Zeeschelde 2015","zeeschelde2015",1,139
"A69-1601-58613","internal","V13-1x","A69-1601-58613","ANS MOUTON","INST. VOOR NATUUR-EN",80,160,"069k","animal",10,"","Anguilla anguilla",67.9,"total length","cm",8.02,"horizontal eye diameter","mm","g","F","FIII","DIJLE (STUW. MECHELEN NEKKERSPOEL)",,"2015-05-22 00:00:00"," ; durif_index : 104.42632","wild","INTERNAL TAGGING","DIJLE (STUW. MECHELEN NEKKERSPOEL)","2015-05-22","Clove oil","0.3ml/L","2015-05-22 09:10:56",597,51.02483717,4.495207458,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","DIJLE (STUW. MECHELEN NEKKERSPOEL)",7.47,"vertical eye diameter","mm",30.48,"pectoral fin","mm",655.5,"2019-09-21","FYKE NETS",17,"LifeWatch","Phd Verhelst","phd_verhelst",1,7
"A69-1601-58614","internal","V13-1x","A69-1601-58614","ANS MOUTON","INST. VOOR NATUUR-EN",80,160,"069k","animal",70,"","Silurus glanis",108,"total length","cm",,"","","g","","","SO stuw Mechelen",,"2015-04-22 13:55:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-04-22 00:00:00",598,51.0229057,4.497271313,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4-1 (LO)",,"","",,"","",10400,"2019-08-22","",22,"Mechelen","Dijle 2015","dijle2015",0,1033
"A69-1601-58617","internal","V13-1x","A69-1601-58617","ANS MOUTON","INST. VOOR NATUUR-EN",80,160,"069k","animal",10,"","Anguilla anguilla",65.6,"total length","cm",7.67,"horizontal eye diameter","mm","g","F","FIII","DIJLE (STUW. MECHELEN NEKKERSPOEL)",,"2015-05-22 00:00:00"," ; durif_index : 112.33154","wild","INTERNAL TAGGING","DIJLE (STUW. MECHELEN NEKKERSPOEL)","2015-05-22","Clove oil","0.3ml/L","2015-05-22 09:39:39",601,51.02483717,4.495207458,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","DIJLE (STUW. MECHELEN NEKKERSPOEL)",7.42,"vertical eye diameter","mm",29.04,"pectoral fin","mm",514.8,"2019-09-21","FYKE NETS",17,"LifeWatch","Phd Verhelst","phd_verhelst",1,13
"A69-1601-58619","internal","V13-1x","A69-1601-58619","ANS MOUTON","INST. VOOR NATUUR-EN",80,160,"069k","animal",70,"","Silurus glanis",116.5,"total length","cm",,"","","g","","","SO stuw Mechelen",,"2015-04-23 13:06:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-04-23 00:00:00",603,51.0229057,4.497271313,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4-1 (LO)",,"","",,"","",12250,"2019-08-23","",22,"Mechelen","Dijle 2015","dijle2015",0,5653
"A69-1601-58622","internal","V13-1x","A69-1601-58622","ANS MOUTON","INST. VOOR NATUUR-EN",80,160,"069k","animal",10,"","Anguilla anguilla",67,"total length","cm",8.44,"horizontal eye diameter","mm","g","F","FIII","DIJLE (STUW. MECHELEN NEKKERSPOEL)",,"2015-05-22 00:00:00"," ; durif_index : 108.43006","wild","INTERNAL TAGGING","DIJLE (STUW. MECHELEN NEKKERSPOEL)","2015-05-22","Clove oil","0.3ml/L","2015-05-22 09:58:42",606,51.02483717,4.495207458,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","DIJLE (STUW. MECHELEN NEKKERSPOEL)",7.45,"vertical eye diameter","mm",30.3,"pectoral fin","mm",616.8,"2019-09-21","FYKE NETS",17,"LifeWatch","Phd Verhelst","phd_verhelst",1,7
"A69-1601-58624","internal","V13-1x","A69-1601-58624","ANS MOUTON","INST. VOOR NATUUR-EN",80,160,"069k","animal",70,"","Silurus glanis",126,"total length","cm",,"","","g","","","SO stuw Mechelen",,"2015-04-23 13:06:00"," ; durif_index : ","wild","INTERNAL TAGGING","","","","","2015-04-23 00:00:00",608,51.0229057,4.497271313,51.02483717,4.495207458,"2016-02-02 11:28:21","2016-02-02 11:28:21","M-4-1 (LO)",,"","",,"","",13000,"2019-08-23","",22,"Mechelen","Dijle 2015","dijle2015",0,787
"A69-1601-65039","internal","V16-4x","A69-1601-65039","ANS MOUTON","EVINBO",540,660,"069k","animal",40,"","Sync tag",,"","",,"","","","","","",,"2015-07-13 00:00:00"," ; durif_index : ","","","","","","","",672,,,51.097225,5.110328,"2016-02-02 11:28:21","2016-02-02 11:28:21","",,"","",,"","",,"2020-07-11","",18,"Albertkanaal","Albertkanaal 2013","albert2013",1,6289
"A69-1601-65040","internal","V16-4x","A69-1601-65040","ANS MOUTON","EVINBO",540,660,"069k","animal",40,"","Sync tag",,"","",,"","","","","","",,"2015-07-13 00:00:00"," ; durif_index : ","","","","","","","",673,,,51.096973,5.110242,"2016-02-02 11:28:21","2016-02-02 11:28:21","",,"","",,"","",,"2020-07-11","",18,"Albertkanaal","Albertkanaal 2013","albert2013",1,4015
"A69-1601-65041","internal","V16-4x","A69-1601-65041","ANS MOUTON","EVINBO",540,660,"069k","animal",40,"","Sync tag",,"","",,"","","","","","",,"2015-07-13 00:00:00"," ; durif_index : ","","","","","","","",674,,,51.096669,5.111477,"2016-02-02 11:28:21","2016-02-02 11:28:21","",,"","",,"","",,"2020-07-11","",18,"Albertkanaal","Albertkanaal 2013","albert2013",1,7159
"A69-1601-65042","internal","V16-4x","A69-1601-65042","ANS MOUTON","EVINBO",540,660,"069k","animal",40,"","Sync tag",,"","",,"","","","","","",,"2015-07-13 00:00:00"," ; durif_index : ","","","","","","","",675,,,51.097103,5.111644,"2016-02-02 11:28:21","2016-02-02 11:28:21","",,"","",,"","",,"2020-07-11","",18,"Albertkanaal","Albertkanaal 2013","albert2013",1,4975
"A69-1601-65045","internal","V16-4x","A69-1601-65045","ANS MOUTON","EVINBO",540,660,"069k","animal",40,"","Sync tag",,"","",,"","","","","","",,"2015-07-13 00:00:00"," ; durif_index : ","","","","","","","",678,,,51.098163,5.109424,"2016-02-02 11:28:21","2016-02-02 11:28:21","",,"","",,"","",,"2020-07-11","",18,"Albertkanaal","Albertkanaal 2013","albert2013",1,1091
"A69-1601-65046","internal","V16-4x","A69-1601-65046","ANS MOUTON","EVINBO",540,660,"069k","animal",40,"","Sync tag",,"","",,"","","","","","",,"2015-07-13 00:00:00"," ; durif_index : ","","","","","","","",679,,,51.097872,5.109724,"2016-02-02 11:28:21","2016-02-02 11:28:21","",,"","",,"","",,"2020-07-11","",18,"Albertkanaal","Albertkanaal 2013","albert2013",1,1016
"A69-1601-65047","internal","V16-4x","A69-1601-65047","ANS MOUTON","EVINBO",540,660,"069k","animal",40,"","Sync tag",,"","",,"","","","","","",,"2015-07-13 00:00:00"," ; durif_index : ","","","","","","","",680,,,51.097433,5.109707,"2016-02-02 11:28:21","2016-02-02 11:28:21","",,"","",,"","",,"2020-07-11","",18,"Albertkanaal","Albertkanaal 2013","albert2013",1,8
"A69-1601-65048","internal","V16-4x","A69-1601-65048","ANS MOUTON","EVINBO",540,660,"069k","animal",40,"","Sync tag",,"","",,"","","","","","",,"2015-07-13 00:00:00"," ; durif_index : ","","","","","","","",681,,,51.098103,5.110244,"2016-02-02 11:28:21","2016-02-02 11:28:21","",,"","",,"","",,"2020-07-11","",18,"Albertkanaal","Albertkanaal 2013","albert2013",1,207
"A69-1601-65051","internal","V16-4x","A69-1601-65051","ANS MOUTON","EVINBO",540,660,"069k","animal",40,"","Sync tag",,"","",,"","","","","","",,"2015-07-13 00:00:00"," ; durif_index : ","","","","","","","",684,,,51.09683,5.110938,"2016-02-02 11:28:21","2016-02-02 11:28:21","",,"","",,"","",,"2020-07-11","",18,"Albertkanaal","Albertkanaal 2013","albert2013",1,7101
